satellite_img_name,BD09 coordinate,WGS84 coordinate,carbon_emissions (ton),population (unit),gdp (million yuan),caption,streetview_img_names
Beijing/16_12653_4712_s.jpg,"(12653,4712)","(39.90921833582619, 116.3904984659509)",6306.593,11203,10000.0,"The image is an aerial view of a city with a large, round building situated in the middle of a park; The building appears to be a dome-shaped structure, possibly a museum or an art gallery; The park is surrounded by a road, and there are several cars parked along the street; In addition to the park and the building, there are a few other smaller buildings scattered throughout the city; The overall scene gives a sense of a well-planned urban environment with green spaces and architectural landmarks.","36486_116.396773,39.912811_201707_359.82.jpg, 37664_116.395375,39.913887_201308_276.97.jpg"
Beijing/16_12632_4709_s.jpg,"(12632,4709)","(39.88796233699373, 116.19732684908524)",1284.7466,8765,10000.0,"The image features a satellite view of a city with a large body of water, possibly a river, running through it; The city is surrounded by a mix of natural and urban elements, including a forest, a mountain, and a railroad; The railroad is situated near the water, with several trains visible on the tracks; There are also multiple cars and trucks on the streets, indicating a bustling urban environment; The city appears to be a blend of nature and industry, with the railroad and waterway playing a significant role in the area's transportation and commerce.","21696_116.199529,39.894952_201707_277.07.jpg, 21673_116.205372,39.88887_201505_4.89.jpg, 21695_116.198006,39.89062_201901_177.93.jpg, 21675_116.205204,39.889186_201601_177.91.jpg, 21674_116.205187,39.894753_201308_358.48.jpg"
Beijing/16_12694_4699_s.jpg,"(12694,4699)","(39.81706101753197, 116.76764305126004)",257.04147,1382,3100.0063,"The image is an aerial view of a large industrial complex with a mix of buildings and vehicles; There are several trucks scattered throughout the area, with some located near the buildings and others further away; The complex appears to be a large industrial park, possibly a factory or a warehouse; The presence of multiple trucks suggests that the area is actively used for transportation and logistics.",
Beijing/16_12655_4691_s.jpg,"(12655,4691)","(39.76028681931982, 116.40889576279524)",398.01016,827,6978.023,"The image is a satellite view of a large city with a mix of residential and industrial buildings; The city is situated on a river, and there are several parks and green spaces within the area; The city is home to numerous cars, with at least 15 cars visible in various locations throughout the city; The streets are lined with buildings, and the overall layout of the city suggests a well-planned urban environment.","11498_116.410063,39.765178_202003_90.41.jpg, 11499_116.415953,39.765041_202003_91.08.jpg, 10146_116.411127,39.764394_201707_174.34.jpg"
Beijing/16_12667_4739_s.jpg,"(12667,4739)","(40.100223147303375, 116.51927954386133)",1098.9482,1814,3597.4006,"The image depicts a large, open field with a dirt road running through it; The field is situated next to a forest, creating a picturesque landscape; There are several cars parked along the road, indicating that people might be visiting the area or using the road for transportation; The presence of the forest and the open field suggests a peaceful and serene environment, perfect for outdoor activities or relaxation.","49495_116.519833,40.104045_201601_270.76.jpg"
Beijing/16_12687_4731_s.jpg,"(12687,4731)","(40.04368528776988, 116.70325251230483)",188.01453,616,10339.979,"The image depicts a large industrial area with several buildings and a parking lot; The parking lot is filled with numerous cars and trucks, indicating a busy and active environment; The area is surrounded by trees, providing a natural touch to the industrial setting.There are traffic lights scattered throughout the scene, ensuring the safe flow of traffic in the area; The presence of multiple cars and trucks suggests that this location is likely a hub for transportation and logistics, serving the needs of the surrounding industrial facilities.",
Beijing/16_12682_4738_s.jpg,"(12682,4738)","(40.09315850201147, 116.65725927019395)",975.4932,1315,20362.48,"The image is an aerial view of a large industrial area with several buildings and a parking lot; The parking lot is filled with numerous cars and trucks, indicating a busy and active environment; The area is surrounded by trees, providing a natural touch to the industrial landscape; The buildings are of various sizes and are situated close to each other, creating a sense of a bustling industrial complex.","49359_116.659614,40.09508_201901_271.96.jpg, 49372_116.663045,40.099279_201901_178.86.jpg, 49346_116.665228,40.094831_201901_92.39.jpg, 49345_116.659338,40.094986_201901_92.31.jpg, 49358_116.665504,40.09495_201901_272.08.jpg, 49373_116.663053,40.093407_201901_180.49.jpg, 49377_116.663156,40.096696_201901_180.54.jpg, 49368_116.663409,40.097859_201901_0.51.jpg"
Beijing/16_12665_4702_s.jpg,"(12665,4702)","(39.838339164530524, 116.50088224701699)",1129.1359,9593,10000.0,"The image is an aerial view of a large, open field with a road running through it; The field is situated near a residential area, with houses visible in the background; There are several cars parked along the road, and a truck is also present in the scene; The overall atmosphere of the image suggests a peaceful, rural setting with a mix of residential and transportation elements.","27667_116.509128,39.839306_201902_93.56.jpg, 27783_116.509186,39.841879_201902_308.67.jpg, 27663_116.503762,39.842289_201902_268.27.jpg"
Beijing/16_12624_4737_s.jpg,"(12624,4737)","(40.086093117475535, 116.12373766170785)",417.72552,931,20624.998,"The image is a bird's eye view of a large city, featuring a mix of residential and industrial buildings; The city is situated on a hill, with a park located at the top; The residential area is densely populated, with numerous houses and apartment buildings scattered throughout the city.There are several cars and trucks visible on the streets, indicating that the city is bustling with activity; The industrial area is located near the residential area, with factories and warehouses occupying the space; The combination of residential and industrial buildings creates a diverse urban landscape.","46850_116.127314,40.087627_201308_351.58.jpg"
Beijing/16_12660_4737_s.jpg,"(12660,4737)","(40.086093117475535, 116.45488900490612)",621.2375,4053,7568.061,"The image depicts a large, open field with a mix of dirt and grass; The field is situated next to a city, with buildings visible in the background; There are several cars parked in the area, with some closer to the buildings and others scattered throughout the field; Additionally, a truck can be seen parked near the edge of the field; The scene gives off a sense of an urban environment with green spaces, providing a contrast between nature and city life.","50846_116.454982,40.086629_201308_355.32.jpg, 46746_116.456946,40.08699_201308_266.38.jpg"
Beijing/16_12649_4705_s.jpg,"(12649,4705)","(39.85961066804686, 116.3537038722622)",2414.36,17209,36111.55,"The image is a bird's eye view of a large city with a mix of residential and commercial buildings; The city is situated near a river, and there are several parks and green spaces within the area; The city is filled with numerous cars, buses, and trucks, indicating a bustling urban environment; The buildings are of various sizes and heights, creating a dense urban landscape; The city is also home to a baseball field, which adds to the recreational opportunities for its residents.","14763_116.361839,39.864058_201902_87.19.jpg, 14766_116.359207,39.8653_201902_87.46.jpg, 14764_116.358205,39.861585_201902_177.2.jpg, 14529_116.359445,39.861251_201902_265.17.jpg, 14477_116.35383,39.860064_201902_352.36.jpg, 14528_116.354088,39.861039_201902_265.11.jpg"
Beijing/16_12682_4715_s.jpg,"(12682,4715)","(39.930467688421295, 116.65725927019395)",1451.7,1583,6216.0215,"The image features a large city with a river running through it; The city is characterized by a mix of buildings, including skyscrapers, and a bridge spanning across the river; The bridge is a prominent feature in the scene, connecting the city to the other side.There are several cars and trucks visible on the streets, indicating that the city is bustling with activity; The presence of these vehicles suggests that the city is well-connected and has a thriving transportation system.","38245_116.664204,39.930544_202301_259.93.jpg, 38261_116.658216,39.933383_202301_198.89.jpg, 38277_116.664599,39.935379_202301_91.23.jpg"
Beijing/16_12614_4718_s.jpg,"(12614,4718)","(39.95171039396103, 116.0317511774861)",137.77751,38,0.5915083,"The image features a large, snow-covered mountain range with a beautiful, lush green forest below; The mountain range is covered in snow, while the forest below is filled with trees of various sizes; The scene captures the contrast between the cold, snowy environment of the mountain and the warm, vibrant colors of the forest; The image is a black and white photo, emphasizing the stark contrast between the two elements.",
Beijing/16_12648_4710_s.jpg,"(12648,4710)","(39.89504840835804, 116.34450522384003)",3997.627,36143,10000.0,"The image is a bird's eye view of a city, featuring a large highway with multiple lanes, surrounded by buildings and trees; The highway is situated near a park, which is visible in the background; The city is filled with various vehicles, including cars and trucks, moving along the highway and through the streets; The scene captures the bustling nature of the city and its infrastructure.","21835_116.352713,39.89787_201901_85.76.jpg, 21836_116.347784,39.896726_201901_83.12.jpg, 21811_116.349589,39.895912_201706_272.38.jpg, 22024_116.350685,39.900199_201706_89.33.jpg"
Beijing/16_12624_4713_s.jpg,"(12624,4713)","(39.91630219186917, 116.12373766170785)",724.731,1552,20590.248,"The image is a bird's eye view of a city, featuring a large intersection with multiple traffic lights; The intersection is surrounded by buildings, including apartment buildings and a hotel; There are several cars and trucks moving through the intersection, indicating a busy urban environment; The scene also includes a few pedestrians walking around the area, adding to the bustling atmosphere of the city.","22565_116.129179,39.921768_201307_125.49.jpg"
Beijing/16_12677_4743_s.jpg,"(12677,4743)","(40.12847433544969, 116.61126602808308)",1495.5295,3287,20362.48,"The image depicts a large, open field with a few trees scattered throughout the area; The field is located next to a city, with buildings visible in the background; The city is characterized by a mix of residential and commercial structures, including apartment buildings, a shopping mall, and a parking lot; The parking lot is situated near a street, which is surrounded by trees and buildings; The scene captures a tranquil, natural setting adjacent to a bustling urban environment.","29412_116.615807,40.134305_201309_155.66.jpg"
Beijing/16_12688_4698_s.jpg,"(12688,4698)","(39.80996682568064, 116.712451160727)",175.77621,296,7108.32,"The image is an aerial view of an airport with multiple runways and airplanes; There are at least 13 airplanes visible in the scene, scattered across the airport grounds; Some of the airplanes are parked on the tarmac, while others are in the process of taking off or landing; The airport is surrounded by a mix of buildings and trees, creating a lively and bustling atmosphere; The presence of multiple runways and airplanes indicates that this airport is a busy and well-equipped facility, accommodating a significant number of flights.",
Beijing/16_12688_4729_s.jpg,"(12688,4729)","(40.02954343190868, 116.712451160727)",151.5808,324,6339.458,"The image depicts a large city with a highway running through it; The highway is surrounded by buildings, including apartment complexes and houses; There are several cars on the highway, with some closer to the foreground and others further away; The cityscape is characterized by a mix of residential and commercial areas, creating a bustling urban environment.",
Beijing/16_12632_4724_s.jpg,"(12632,4724)","(39.99417586062209, 116.19732684908524)",879.67633,1542,10000.257,"The image is a bird's eye view of a city with a mix of residential and commercial buildings; The city is situated on a hillside, with a mix of greenery and urban structures; There are several cars parked in various locations throughout the city, indicating that it is a bustling area; The buildings are of different sizes and shapes, creating a diverse urban landscape; The aerial view provides a comprehensive overview of the city's layout and the interplay between nature and urban development.",
Beijing/16_12681_4694_s.jpg,"(12681,4694)","(39.78158267817732, 116.64806062177178)",189.7241,787,1527.1305,"The image depicts a large, empty parking lot situated next to a highway; The parking lot is surrounded by a forest, providing a natural setting for the area; There are several cars parked in the lot, with some closer to the edge and others scattered throughout the space; The highway is visible in the background, running parallel to the parking lot; The combination of the parking lot and the forest creates a unique environment for drivers to park and enjoy the surrounding scenery.",
Beijing/16_12669_4696_s.jpg,"(12669,4696)","(39.79577622788636, 116.53767684070569)",1032.2029,1400,3835.1455,"The image is a bird's eye view of a city, featuring a large highway with multiple lanes, surrounded by trees and buildings; The highway is situated near a forest, and there are several cars visible on the road; The cityscape is characterized by a mix of urban and natural elements, creating a unique atmosphere.","27054_116.540422,39.802858_201902_327.24.jpg, 27053_116.54421,39.798346_202212_326.86.jpg, 27243_116.54664,39.801474_202212_147.04.jpg, 27210_116.539319,39.800172_202212_57.81.jpg, 27244_116.546638,39.801585_202212_147.31.jpg, 27040_116.540479,39.802431_202212_146.57.jpg, 27214_116.544561,39.802791_202212_57.27.jpg, 27227_116.539944,39.800715_202212_234.87.jpg, 27241_116.542836,39.800148_202212_326.37.jpg, 27211_116.544638,39.802698_202212_57.27.jpg, 27233_116.544157,39.797879_202212_147.15.jpg, 27232_116.540373,39.802394_202212_146.57.jpg, 27041_116.544266,39.797917_202212_147.15.jpg, 27213_116.539262,39.800219_202212_57.81.jpg"
Beijing/16_12679_4704_s.jpg,"(12679,4704)","(39.85252090509083, 116.62966332492744)",481.6351,1802,4245.123,"The image is a bird's eye view of a large city, featuring a mix of residential and commercial areas; The city is situated near a river, with a bridge connecting the two sides; The residential area is characterized by apartment buildings and houses, while the commercial area is filled with various businesses and parking lots.There are several cars and trucks visible throughout the city, indicating that it is a bustling urban environment; The city is also home to a golf course, which adds to the recreational opportunities available to its residents; The overall scene showcases the diverse aspects of city life,","15071_116.638192,39.859544_201706_178.84.jpg"
Beijing/16_12625_4721_s.jpg,"(12625,4721)","(39.97294645163134, 116.13293631013002)",539.53503,1048,0,"The image depicts a large, open area with a body of water, possibly a lake or a river, in the middle; The area is surrounded by mountains, giving it a picturesque and serene atmosphere; There are several buildings and structures scattered throughout the landscape, including a dam and a large factory; The buildings are situated near the water, and some are located on the mountainside; The scene appears to be a mix of nature and human-made structures, creating a unique and interesting landscape.",
Beijing/16_12648_4731_s.jpg,"(12648,4731)","(40.04368528776988, 116.34450522384003)",1518.468,26005,10000.0,"The image is a satellite view of a city, featuring a large metropolitan area with numerous buildings and streets; The city is bustling with activity, as evidenced by the presence of numerous cars and trucks on the roads; There are at least 14 cars and 4 trucks visible in the scene, moving along the streets and contributing to the city's vibrant atmosphere; The image provides a comprehensive view of the city's layout, showcasing its diverse architecture and the interconnectedness of its various neighborhoods.","45800_116.350625,40.047587_201902_74.72.jpg, 45907_116.353697,40.048562_201902_249.15.jpg, 45779_116.353,40.04528_201902_351.89.jpg, 45784_116.347965,40.045021_201706_81.54.jpg, 45908_116.347947,40.047361_201902_81.73.jpg, 45782_116.352605,40.048404_201902_247.48.jpg, 45743_116.344887,40.046632_201706_160.63.jpg"
Beijing/16_12634_4708_s.jpg,"(12634,4708)","(39.88087552724989, 116.21572414592958)",1424.2042,29673,36111.55,"The image depicts a large, open field with a train track running through it; The field is located near a city, as evidenced by the presence of a highway and a street nearby; The area appears to be under construction, as there are several trucks scattered throughout the field, possibly working on the construction project; The trucks are of varying sizes and are positioned at different locations within the field; The scene gives off a sense of activity and progress, as the construction work continues in the area.","21644_116.217507,39.887932_201707_95.15.jpg, 21603_116.220251,39.884149_201707_95.69.jpg"
Beijing/16_12671_4734_s.jpg,"(12671,4734)","(40.064892528695054, 116.55607413755003)",1575.0438,1063,13117.75,"The image is an aerial view of a large city with a mix of residential and commercial buildings; The city is situated near a river, which adds to its charm; The sky is blue, and the city is bustling with activity.There are several cars and trucks on the streets, indicating a busy urban environment; A traffic light can be seen in the scene, controlling the flow of vehicles; The city is also home to numerous trees, which provide a touch of nature amidst the urban landscape; The combination of buildings, vehicles, and trees creates a lively atmosphere in the city.","48939_116.559747,40.068071_201902_94.83.jpg, 48890_116.56273,40.065711_201902_84.71.jpg, 48917_116.564786,40.070256_201902_82.48.jpg, 49120_116.557198,40.071402_201902_4.95.jpg, 48945_116.561826,40.070031_201902_94.39.jpg, 49141_116.56307,40.066789_201601_349.93.jpg"
Beijing/16_12647_4720_s.jpg,"(12647,4720)","(39.965868504443485, 116.33530657541785)",3150.3452,16539,10000.0,"The image is a bird's eye view of a large city with a mix of residential and industrial buildings; The city is filled with various buildings, including apartment complexes and factories; There are numerous cars and trucks on the streets, indicating a bustling urban environment; The city is surrounded by a lush green forest, providing a contrast between the urban landscape and the natural surroundings; The aerial view captures the city's layout and the interconnectedness of its different areas, showcasing the city's density and diversity.","39948_116.337092,39.966188_201601_89.54.jpg"
Beijing/16_12672_4717_s.jpg,"(12672,4717)","(39.94463023072649, 116.56527278597221)",1192.0784,2499,20786.582,"The image depicts a large parking lot situated next to a busy road, surrounded by trees; The parking lot is filled with numerous cars parked in various rows, indicating a high level of activity; The road is lined with trees on both sides, providing a pleasant environment for drivers and pedestrians; The scene also features a building located near the parking lot, possibly serving as a commercial or residential establishment.",
Beijing/16_12632_4742_s.jpg,"(12632,4742)","(40.12141264742427, 116.19732684908524)",304.36642,2616,27435.79,"The image depicts a large, open field with a mix of grass and dirt; The field is situated near a road and is surrounded by trees, giving it a rural feel; There are several cars parked along the road, indicating that people might be visiting the area or attending an event nearby; The presence of the cars and the open space of the field suggest that this location could be a popular spot for outdoor activities or gatherings.","51522_116.202309,40.122199_201308_103.1.jpg, 51509_116.197521,40.122439_201308_348.42.jpg, 51523_116.202017,40.122485_201308_282.02.jpg, 51526_116.200259,40.122716_201308_283.19.jpg, 51512_116.202311,40.122076_201308_102.11.jpg"
Beijing/16_12667_4730_s.jpg,"(12667,4730)","(40.036614729344095, 116.51927954386133)",1095.8514,1394,10117.137,"The image is an aerial view of a large residential area with numerous houses and apartment buildings; The houses are situated on streets, and the apartment buildings are located in a complex; The area is surrounded by a forest, providing a natural backdrop to the urban landscape.There are several cars parked in the streets, and a truck can be seen on one of the roads; The scene also features a traffic light, which is located near the center of the image, and a fire hydrant, positioned closer to the right side of the scene; The overall atmosphere of the image is that of a well-develop","48346_116.525866,40.03998_201707_279.66.jpg, 48335_116.52717,40.039728_201902_11.7.jpg, 48482_116.520023,40.040901_201902_278.1.jpg, 48334_116.521336,40.040549_201706_99.48.jpg, 48255_116.519363,40.040931_201707_278.9.jpg, 48270_116.527811,40.041356_201601_200.56.jpg, 48298_116.524762,40.040177_201707_279.99.jpg, 48254_116.524646,40.039878_201707_99.93.jpg, 48347_116.520029,40.040781_201902_279.89.jpg, 48208_116.526736,40.0388_202003_19.67.jpg, 48345_116.523893,40.039912_201902_99.95.jpg, 48290_116.526313,40.039823_201601_98.84.jpg, 48289_116.520477,40.040632_201706_99.94.jpg"
Beijing/16_12679_4691_s.jpg,"(12679,4691)","(39.76028681931982, 116.62966332492744)",148.05176,398,4099.7407,"The image shows a large, open field with a dirt road running through it; The field is situated near a residential area, as evidenced by the presence of houses in the background; The road appears to be a rural road, and the area seems to be a mix of natural and developed landscapes.There are several cars parked along the road, indicating that it is a popular route for residents or visitors; Additionally, a truck can be seen parked near the field, possibly belonging to someone working on the land or visiting the area.",
Beijing/16_12640_4735_s.jpg,"(12640,4735)","(40.07196013078812, 116.27091603646264)",1073.2223,1588,43899.78,"The image depicts a large, open field with a mix of grass and dirt, located near a city; The field is bordered by apartment buildings, which are situated on the outskirts of the city; The apartment buildings are of various sizes and are spread across the area.In addition to the apartment buildings, there are several cars parked in the vicinity, indicating that the area is inhabited or frequently visited by residents; The combination of the open field and the apartment buildings creates a unique urban landscape that blends nature and city life.","46309_116.275649,40.075444_201706_337.83.jpg, 50480_116.278975,40.075333_201902_66.48.jpg, 46356_116.273781,40.078676_201902_278.61.jpg"
Beijing/16_12619_4718_s.jpg,"(12619,4718)","(39.95171039396103, 116.07774441959697)",961.2505,3962,356.79254,"The image features a satellite view of a mountainous region with a large body of water, possibly a lake or a river, running through it; The landscape is covered in trees, creating a picturesque scene; The satellite image captures the beauty of the natural environment, showcasing the mountains and the water source.",
Beijing/16_12652_4731_s.jpg,"(12652,4731)","(40.04368528776988, 116.38129981752873)",1700.375,1879,6655.5757,"The image features a large, open green field with a golf course situated in the middle of a city; The field is dotted with numerous small ponds, creating a picturesque landscape for the golf course; The golf course is surrounded by trees, adding to the natural beauty of the scene.There are several people scattered throughout the area, likely enjoying the outdoors or participating in the sport of golf; The presence of these individuals adds a sense of life and activity to the scene.","45817_116.385945,40.048471_201902_121.63.jpg"
Beijing/16_12642_4711_s.jpg,"(12642,4711)","(39.90213374131235, 116.28931333330698)",3625.2222,9237,10000.0,"The image is a bird's eye view of a city, featuring a large building surrounded by several smaller buildings; The city is bustling with activity, as numerous cars are driving on the streets and people are walking around; There are at least 14 cars visible in the scene, with some closer to the foreground and others further away; Additionally, 12 people can be seen scattered throughout the city, some walking alone and others in groups; The overall scene captures the essence of a busy urban environment.","22192_116.290126,39.906306_202301_270.05.jpg, 22189_116.294917,39.906159_202301_89.78.jpg, 22227_116.290129,39.906497_202003_270.26.jpg, 22228_116.290109,39.907719_201902_271.85.jpg"
Beijing/16_12683_4741_s.jpg,"(12683,4741)","(40.114350220038794, 116.66645791861613)",1143.7443,1519,20137.254,"The image is a bird's eye view of a large city, featuring a mix of residential and commercial buildings; The city is densely populated, with numerous buildings of various sizes and shapes; The streets are lined with cars, and there are several traffic lights scattered throughout the area, ensuring smooth traffic flow; The cityscape is characterized by a mix of architectural styles, showcasing the diversity of the urban environment.","49560_116.674606,40.119062_201902_173.42.jpg, 27897_116.668316,40.116367_202003_180.8.jpg, 27872_116.67213,40.114611_201901_270.41.jpg, 27918_116.668503,40.121126_202003_1.99.jpg, 27908_116.672631,40.119223_201902_90.76.jpg, 27886_116.668034,40.116159_201902_93.5.jpg, 27869_116.674954,40.114665_201901_270.24.jpg, 27931_116.673378,40.120517_202003_298.44.jpg, 27861_116.671551,40.114413_201901_89.72.jpg, 27917_116.673344,40.11966_201902_26.98.jpg, 27868_116.669063,40.114714_201901_269.6.jpg, 27930_116.673912,40.120174_202003_117.4.jpg, 27887_116.673906,40.115698_201902_87.22.jpg, 27865_116.668024,40.114523_201901_92.27.jpg, 27866_116.673916,40.114484_201901_90.08.jpg, 27907_116.670605,40.119174_201902_268.08.jpg"
Beijing/16_12641_4733_s.jpg,"(12641,4733)","(40.05782418747476, 116.28011468488481)",1440.9473,8778,49101.54,"The image depicts a large, open field with a mix of grass and dirt, situated in the middle of a city; The field is surrounded by a few buildings, including apartment complexes and a school; There are also some trees scattered throughout the area, providing a touch of nature to the urban landscape.In addition to the field, there are several vehicles parked or moving around the area, including cars and trucks; Some of the cars are parked near the buildings, while others are driving or parked on the street; The presence of these vehicles indicates that the area is actively used by residents and",
Beijing/16_12671_4724_s.jpg,"(12671,4724)","(39.99417586062209, 116.55607413755003)",679.27356,1203,10009.326,"The image depicts a large, open green field with a golf course situated in the middle of it; The field is surrounded by a forest, creating a picturesque setting for the golf course; There are several cars parked around the area, possibly belonging to golfers or visitors; The cars are scattered throughout the scene, with some closer to the edge of the field and others further away; The overall atmosphere of the image suggests a serene and peaceful environment, perfect for enjoying a game of golf.","47305_116.560831,39.998632_201601_167.81.jpg"
Beijing/16_12634_4744_s.jpg,"(12634,4744)","(40.13553528408611, 116.21572414592958)",310.381,812,45046.34,"The image depicts a large, open field with a mix of grass and dirt; The field is located near a city, and it appears to be a park or recreational area; There are several cars parked around the field, indicating that people are visiting the area; In addition to the cars, there are a few trucks parked nearby, suggesting that they might be used for maintenance or other purposes related to the park; The park is also home to a few benches, providing visitors with a place to sit and enjoy the surroundings.","52052_116.223513,40.137242_201307_110.37.jpg, 52053_116.217867,40.138921_201307_113.7.jpg, 52168_116.216214,40.139022_201308_122.81.jpg, 52160_116.219581,40.142543_201408_138.28.jpg, 52057_116.224088,40.138489_201408_142.24.jpg, 52056_116.221891,40.14093_201408_321.73.jpg"
Beijing/16_12621_4715_s.jpg,"(12621,4715)","(39.930467688421295, 116.09614171644132)",876.27106,15931,16636.365,"The image is a satellite view of a mountainous area with a large, open valley; The valley is filled with houses, and the mountains surrounding it are covered in trees; The houses are spread out across the valley, with some closer to the mountains and others further away; The overall scene gives a sense of a rural, mountainous community with a mix of natural beauty and human settlement.","37047_116.099778,39.933942_202112_259.4.jpg, 37060_116.105326,39.93573_202003_329.08.jpg, 37024_116.097341,39.933582_201901_80.14.jpg, 36933_116.103805,39.937392_201901_152.28.jpg, 37010_116.098865,39.930595_201707_72.83.jpg, 39037_116.097072,39.934573_201707_62.55.jpg"
Beijing/16_12684_4727_s.jpg,"(12684,4727)","(40.015398620127094, 116.6756565670383)",300.25687,1064,10693.621,"The image depicts a large, empty field with a mix of dirt and grass; The field is situated next to a busy highway, with several cars and trucks visible on the road; The highway is surrounded by trees, providing a natural backdrop to the scene; The field appears to be a construction site, with a large pile of dirt and a tractor present; The area is also dotted with numerous small piles of dirt, scattered throughout the field; The overall scene suggests that the construction work is ongoing, and the field is being prepared for development.",
Beijing/16_12691_4734_s.jpg,"(12691,4734)","(40.064892528695054, 116.74004710599353)",159.53578,205,558.9884,"The image is an aerial view of a large, open field with a mix of buildings and trees; The field is situated near a town, and there are several cars parked in the area; The buildings in the vicinity are of various sizes and are spread throughout the scene; The presence of trees in the field adds a touch of nature to the otherwise urban setting; The overall scene gives the impression of a well-connected area with a balance between urban development and green spaces.","48760_116.746751,40.069598_201310_127.97.jpg"
Beijing/16_12623_4735_s.jpg,"(12623,4735)","(40.07196013078812, 116.11453901328566)",355.42572,1253,46074.484,"The image is an aerial view of a large airport with a runway and several buildings; The airport is situated in a rural area, surrounded by a mix of grassy fields and buildings; There are multiple airplanes visible on the runway, with some closer to the foreground and others further away; The airport appears to be a busy hub for air travel, providing services to the surrounding rural area.",
Beijing/16_12669_4707_s.jpg,"(12669,4707)","(39.87378797915706, 116.53767684070569)",971.7903,3994,39405.47,"The image is a satellite view of a large city with a mix of residential and industrial buildings; The city is situated near a river, and there are several cars and trucks visible on the streets; The streets are lined with buildings, and some of them have trees in front of them; The city appears to be a bustling urban environment with a mix of residential and industrial areas.","16189_116.541315,39.876061_201902_92.28.jpg, 16099_116.542856,39.875511_201707_180.04.jpg, 16098_116.543028,39.878146_201707_0.22.jpg"
Beijing/16_12686_4724_s.jpg,"(12686,4724)","(39.99417586062209, 116.69405386388264)",240.26743,611,4347.86,"The image is a satellite view of a large city, featuring a mix of residential and commercial buildings; The city is situated on a hill, with a park located at the top; The park is surrounded by various buildings, including apartment complexes and schools; There are several cars parked in the area, indicating that the city is bustling with activity; The image also shows a baseball field located within the city, adding to the recreational opportunities available for the residents.","47190_116.695288,39.994415_201309_310.02.jpg"
Beijing/16_12652_4697_s.jpg,"(12652,4697)","(39.80287189578841, 116.38129981752873)",886.1836,4667,36111.55,"The image is a bird's eye view of a city, featuring a large industrial complex with several buildings and a large parking lot; The complex is situated near a river, and the surrounding area is dotted with numerous cars and trucks parked in various locations; The cityscape also includes a mix of residential and commercial buildings, as well as a few trees scattered throughout the area; The aerial view provides a comprehensive overview of the city's layout and transportation infrastructure.","12423_116.387708,39.805097_201902_270.95.jpg, 12422_116.381829,39.805306_201902_253.02.jpg"
Beijing/16_12692_4704_s.jpg,"(12692,4704)","(39.85252090509083, 116.7492457544157)",248.78546,1174,1960.7876,"The image depicts a large, open parking lot situated in a rural area, surrounded by trees and a few buildings; The parking lot is filled with numerous cars parked in various rows, creating a sense of organization and order; The scene also includes a few trucks scattered throughout the lot, adding to the diversity of vehicles present; The overall atmosphere of the image suggests a well-maintained and organized parking area, likely serving the needs of the nearby buildings and the surrounding community.",
Beijing/16_12630_4742_s.jpg,"(12630,4742)","(40.12141264742427, 116.17892955224089)",267.34082,1677,21837.57,"The image is an aerial view of a large, open field with a dirt road running through it; The field is surrounded by a mix of buildings, including houses, barns, and other structures; There are several cars parked in the area, with some located near the buildings and others scattered throughout the field; The scene gives off a rural, countryside vibe, with the presence of both natural and man-made elements.","51979_116.183711,40.124544_201308_90.48.jpg"
Beijing/16_12687_4713_s.jpg,"(12687,4713)","(39.91630219186917, 116.70325251230483)",897.0946,1174,4822.436,"The image is a bird's eye view of a city, featuring a large parking lot with several cars parked in it; The parking lot is situated next to apartment buildings, which are densely packed together; The city is filled with various buildings, including apartment complexes, and a few cars are scattered throughout the area; The scene captures the urban landscape and the organized parking facilities within the city.","17026_116.706928,39.92106_201707_282.85.jpg, 37755_116.706657,39.916374_201707_285.29.jpg, 37979_116.708573,39.922353_201707_86.31.jpg, 37737_116.704447,39.919597_201707_103.35.jpg, 37764_116.706391,39.916586_201707_285.86.jpg, 37981_116.708926,39.922462_201707_268.04.jpg"
Beijing/16_12658_4744_s.jpg,"(12658,4744)","(40.13553528408611, 116.43649170806177)",529.4949,1478,7722.1562,"The image is a bird's eye view of a city with a large stadium in the middle; The stadium is surrounded by a mix of residential and commercial buildings, creating a bustling urban environment; The city is situated on a hill, which adds to the overall scenery.There are several cars and trucks visible throughout the city, indicating that it is a busy area with traffic; The buildings vary in size and shape, giving the city a diverse and lively appearance; The image captures the essence of a thriving urban area with a prominent sports facility at its heart.","52498_116.440932,40.14142_201308_83.65.jpg"
Beijing/16_12669_4697_s.jpg,"(12669,4697)","(39.80287189578841, 116.53767684070569)",901.6098,2555,6058.5234,"The image is an aerial view of a city street with a large building in the background; The street is lined with several cars parked along the side, and there are traffic lights positioned at various points to control the flow of traffic; The scene also features a few pedestrians walking along the sidewalk, adding life to the urban environment; The overall atmosphere suggests a bustling city street with a mix of vehicles, pedestrians, and the presence of the large building.","27482_116.545462,39.809011_201902_150.51.jpg, 27311_116.544352,39.806644_202212_56.87.jpg, 27313_116.545462,39.80727_202212_237.23.jpg, 27471_116.542132,39.809192_202212_45.76.jpg, 27475_116.542239,39.809515_202212_225.45.jpg, 27314_116.540132,39.804761_202212_238.15.jpg, 27483_116.545253,39.809434_201902_332.53.jpg, 27473_116.542067,39.808999_201902_46.55.jpg, 27242_116.539049,39.80466_201902_328.0.jpg, 27477_116.542272,39.809697_201902_227.22.jpg"
